,id,Region,Taxonomy,Dwellings,Buildings,Repl_cost_USD_m2,No_of_storeys,Dwl_per_storey,Dwl_area_m2
5561,AREA # 13116,Lo Espejo,ER+ETR/H:1,2.7,2.7,35000.0,1.0,1,70
5562,AREA # 13116,Lo Espejo,"ER+ETR/H:1,2",17.8,14.2,43750.0,1.25,1,70
5563,AREA # 13116,Lo Espejo,MCF/DNO/H:1,1415.9500000000003,1416.0,35000.0,1.0,1,70
5564,AREA # 13116,Lo Espejo,"MCF/DNO/H:1,3",4683.15,3122.1,84000.0,1.5,1,70
5565,AREA # 13116,Lo Espejo,"MCF/DUC/H:1,3",2107.3,526.8,256000.0,2.0,2,80
5566,AREA # 13116,Lo Espejo,"MR/DNO/H:1,3",4154.899999999999,831.0,320000.0,2.5,2,80
5567,AREA # 13116,Lo Espejo,"MR/DUC/H:1,3",1339.5400000000002,267.9,385000.0,2.5,2,70
5568,AREA # 13116,Lo Espejo,MUR+ADO/H:1,6.299999999999999,6.3,35000.0,1.0,1,70
5569,AREA # 13116,Lo Espejo,"MUR+ADO/H:1,2",71.2,57.0,43750.0,1.25,1,70
5570,AREA # 13116,Lo Espejo,"MUR+STDRE/H:1,2",28.84,23.1,43750.0,1.25,1,70
5571,AREA # 13116,Lo Espejo,"MUR/H:1,3",2666.52,1777.7,52500.0,1.5,1,70
5572,AREA # 13116,Lo Espejo,UNK,646.2,646.2,35000.0,1.0,1,70
5573,AREA # 13116,Lo Espejo,W+WLI/H:1,1044.0999999999997,1044.1,64000.0,1.0,1,80
5574,AREA # 13116,Lo Espejo,"W+WLI/H:1,3",2451.6000000000004,1634.4,96000.0,1.5,1,80
5575,AREA # 13116,Lo Espejo,W+WS/H:1,372.69999999999993,372.7,35000.0,1.0,1,70
5576,AREA # 13116,Lo Espejo,"W+WS/H:1,2",639.4000000000001,511.5,43750.0,1.25,1,70
5577,AREA # 13117,Lo Prado,"CR+PC/LWAL/H:1,3",225.1,45.0,320000.0,2.5,2,80
5578,AREA # 13117,Lo Prado,"CR/LWAL/DNO/H:1,3",554.9,138.7,256000.0,2.0,2,80
5579,AREA # 13117,Lo Prado,"CR/LWAL/DNO/H:4,7",1071.0,71.4,960000.0,5.0,3,80
5580,AREA # 13117,Lo Prado,"CR/LWAL/DUC/H:1,3",826.6,206.7,308000.0,2.0,2,70
5581,AREA # 13117,Lo Prado,"CR/LWAL/DUC/H:4,7",390.99999999999994,26.1,1155000.0,5.0,3,70
5582,AREA # 13117,Lo Prado,"CR/LWAL/DUC/H:8,19",202.8,4.2,3696000.0,12.0,4,70
5583,AREA # 13117,Lo Prado,ER+ETR/H:1,7.8,7.8,35000.0,1.0,1,70
5584,AREA # 13117,Lo Prado,"ER+ETR/H:1,2",28.000000000000004,22.4,43750.0,1.25,1,70
5585,AREA # 13117,Lo Prado,MCF/DNO/H:1,1043.5,1043.5,35000.0,1.0,1,70
5586,AREA # 13117,Lo Prado,"MCF/DNO/H:1,3",5014.449999999999,3343.0,84000.0,1.5,1,70
5587,AREA # 13117,Lo Prado,"MCF/DUC/H:1,3",2596.15,649.0,256000.0,2.0,2,80
5588,AREA # 13117,Lo Prado,"MR/DNO/H:1,3",4119.0,823.8,320000.0,2.5,2,80
5589,AREA # 13117,Lo Prado,"MR/DUC/H:1,3",1978.3400000000006,395.7,385000.0,2.5,2,70
5590,AREA # 13117,Lo Prado,MUR+ADO/H:1,18.2,18.2,35000.0,1.0,1,70
5591,AREA # 13117,Lo Prado,"MUR+ADO/H:1,2",112.00000000000001,89.6,43750.0,1.25,1,70
5592,AREA # 13117,Lo Prado,"MUR+STDRE/H:1,2",46.14,36.9,43750.0,1.25,1,70
5593,AREA # 13117,Lo Prado,"MUR/H:1,3",2429.02,1619.3,52500.0,1.5,1,70
5594,AREA # 13117,Lo Prado,UNK,404.5,404.5,35000.0,1.0,1,70
5595,AREA # 13117,Lo Prado,W+WLI/H:1,732.4999999999999,732.5,64000.0,1.0,1,80
5596,AREA # 13117,Lo Prado,"W+WLI/H:1,3",2663.5,1775.7,96000.0,1.5,1,80
5597,AREA # 13117,Lo Prado,W+WS/H:1,225.0,225.0,35000.0,1.0,1,70
5598,AREA # 13117,Lo Prado,"W+WS/H:1,2",708.5,566.8,43750.0,1.25,1,70
5599,AREA # 13118,Macul,"CR+PC/LWAL/H:1,3",114.99999999999999,23.0,320000.0,2.5,2,80
5600,AREA # 13118,Macul,"CR/LWAL/DNO/H:1,3",1337.4999999999998,334.4,256000.0,2.0,2,80
5601,AREA # 13118,Macul,"CR/LWAL/DNO/H:4,7",1781.2,118.7,960000.0,5.0,3,80
5602,AREA # 13118,Macul,"CR/LWAL/DUC/H:1,3",1168.3000000000002,292.1,308000.0,2.0,2,70
5603,AREA # 13118,Macul,"CR/LWAL/DUC/H:4,7",889.0999999999999,59.3,1155000.0,5.0,3,70
5604,AREA # 13118,Macul,"CR/LWAL/DUC/H:8,19",606.0,12.6,3696000.0,12.0,4,70
5605,AREA # 13118,Macul,ER+ETR/H:1,2.4,2.4,35000.0,1.0,1,70
5606,AREA # 13118,Macul,"ER+ETR/H:1,2",11.8,9.4,43750.0,1.25,1,70
5607,AREA # 13118,Macul,MCF/DNO/H:1,1539.75,1539.8,35000.0,1.0,1,70
5608,AREA # 13118,Macul,"MCF/DNO/H:1,3",5395.6,3597.1,84000.0,1.5,1,70
5609,AREA # 13118,Macul,"MCF/DUC/H:1,3",2821.4,705.4,256000.0,2.0,2,80
5610,AREA # 13118,Macul,"MR/DNO/H:1,3",4819.8,964.0,320000.0,2.5,2,80
5611,AREA # 13118,Macul,"MR/DUC/H:1,3",1909.3700000000001,381.9,385000.0,2.5,2,70
5612,AREA # 13118,Macul,MUR+ADO/H:1,5.6,5.6,35000.0,1.0,1,70
5613,AREA # 13118,Macul,"MUR+ADO/H:1,2",47.2,37.8,43750.0,1.25,1,70
5614,AREA # 13118,Macul,"MUR+STDRE/H:1,2",90.12,72.1,43750.0,1.25,1,70
5615,AREA # 13118,Macul,"MUR/H:1,3",3289.8599999999997,2193.2,52500.0,1.5,1,70
5616,AREA # 13118,Macul,UNK,212.7,212.7,35000.0,1.0,1,70
5617,AREA # 13118,Macul,W+WLI/H:1,363.50000000000006,363.5,64000.0,1.0,1,80
5618,AREA # 13118,Macul,"W+WLI/H:1,3",1571.5000000000002,1047.7,96000.0,1.5,1,80
5619,AREA # 13118,Macul,W+WS/H:1,106.8,106.8,35000.0,1.0,1,70
5620,AREA # 13118,Macul,"W+WS/H:1,2",413.50000000000006,330.8,43750.0,1.25,1,70
5621,AREA # 13119,Maipú,"CR+PC/LWAL/H:1,3",415.30000000000007,83.1,320000.0,2.5,2,80
5622,AREA # 13119,Maipú,"CR/LWAL/DNO/H:1,3",1913.2999999999997,478.3,256000.0,2.0,2,80
5623,AREA # 13119,Maipú,"CR/LWAL/DNO/H:4,7",1322.5000000000002,88.2,960000.0,5.0,3,80
5624,AREA # 13119,Maipú,"CR/LWAL/DUC/H:1,3",7446.900000000001,1861.7,308000.0,2.0,2,70
5625,AREA # 13119,Maipú,"CR/LWAL/DUC/H:4,7",1218.8,81.3,1155000.0,5.0,3,70
5626,AREA # 13119,Maipú,"CR/LWAL/DUC/H:8,19",816.5999999999999,17.0,3696000.0,12.0,4,70
5627,AREA # 13119,Maipú,ER+ETR/H:1,3.5999999999999996,3.6,35000.0,1.0,1,70
5628,AREA # 13119,Maipú,"ER+ETR/H:1,2",31.6,25.3,43750.0,1.25,1,70
5629,AREA # 13119,Maipú,MCF/DNO/H:1,8504.85,8504.9,35000.0,1.0,1,70
5630,AREA # 13119,Maipú,"MCF/DNO/H:1,3",25544.899999999998,17029.9,84000.0,1.5,1,70
5631,AREA # 13119,Maipú,"MCF/DUC/H:1,3",11180.649999999998,2795.2,256000.0,2.0,2,80
5632,AREA # 13119,Maipú,"MR/DNO/H:1,3",26362.050000000003,5272.4,320000.0,2.5,2,80
5633,AREA # 13119,Maipú,"MR/DUC/H:1,3",9153.97,1830.8,385000.0,2.5,2,70
5634,AREA # 13119,Maipú,MUR+ADO/H:1,8.399999999999999,8.4,35000.0,1.0,1,70
5635,AREA # 13119,Maipú,"MUR+ADO/H:1,2",126.4,101.1,43750.0,1.25,1,70
5636,AREA # 13119,Maipú,"MUR+STDRE/H:1,2",126.32,101.1,43750.0,1.25,1,70
5637,AREA # 13119,Maipú,"MUR/H:1,3",19653.860000000004,13102.6,52500.0,1.5,1,70
5638,AREA # 13119,Maipú,UNK,956.3,956.3,35000.0,1.0,1,70
5639,AREA # 13119,Maipú,W+WLI/H:1,1142.8,1142.8,64000.0,1.0,1,80
5640,AREA # 13119,Maipú,"W+WLI/H:1,3",3869.1000000000013,2579.4,96000.0,1.5,1,80
5641,AREA # 13119,Maipú,W+WS/H:1,449.9,449.9,35000.0,1.0,1,70
5642,AREA # 13119,Maipú,"W+WS/H:1,2",1006.9000000000003,805.5,43750.0,1.25,1,70
5643,AREA # 13120,Ñuñoa,"CR+PC/LWAL/H:1,3",274.00000000000006,54.8,320000.0,2.5,2,80
5644,AREA # 13120,Ñuñoa,"CR/LWAL/DNO/H:1,3",4569.749999999999,1142.4,256000.0,2.0,2,80
5645,AREA # 13120,Ñuñoa,"CR/LWAL/DNO/H:4,7",8707.3,580.5,960000.0,5.0,3,80
5646,AREA # 13120,Ñuñoa,"CR/LWAL/DUC/H:1,3",1783.3500000000001,445.8,308000.0,2.0,2,70
5647,AREA # 13120,Ñuñoa,"CR/LWAL/DUC/H:4,7",6823.699999999998,454.9,1155000.0,5.0,3,70
5648,AREA # 13120,Ñuñoa,"CR/LWAL/DUC/H:8,19",5550.599999999999,115.6,3696000.0,12.0,4,70
5649,AREA # 13120,Ñuñoa,ER+ETR/H:1,17.900000000000002,17.9,35000.0,1.0,1,70
5650,AREA # 13120,Ñuñoa,"ER+ETR/H:1,2",160.4,128.3,43750.0,1.25,1,70
5651,AREA # 13120,Ñuñoa,MCF/DNO/H:1,860.6,860.6,35000.0,1.0,1,70
5652,AREA # 13120,Ñuñoa,"MCF/DNO/H:1,3",5306.55,3537.7,84000.0,1.5,1,70
5653,AREA # 13120,Ñuñoa,"MCF/DUC/H:1,3",5699.400000000001,1424.9,256000.0,2.0,2,80
5654,AREA # 13120,Ñuñoa,"MR/DNO/H:1,3",4539.75,908.0,320000.0,2.5,2,80
5655,AREA # 13120,Ñuñoa,"MR/DUC/H:1,3",2244.48,448.9,385000.0,2.5,2,70
5656,AREA # 13120,Ñuñoa,MUR+ADO/H:1,40.1,40.1,35000.0,1.0,1,70
5657,AREA # 13120,Ñuñoa,"MUR+ADO/H:1,2",641.6,513.3,43750.0,1.25,1,70
5658,AREA # 13120,Ñuñoa,"MUR+STDRE/H:1,2",202.08,161.7,43750.0,1.25,1,70
5659,AREA # 13120,Ñuñoa,"MUR/H:1,3",3034.4400000000005,2023.0,52500.0,1.5,1,70
5660,AREA # 13120,Ñuñoa,UNK,146.1,146.1,35000.0,1.0,1,70
5661,AREA # 13120,Ñuñoa,W+WLI/H:1,63.8,63.8,64000.0,1.0,1,80
5662,AREA # 13120,Ñuñoa,"W+WLI/H:1,3",411.8,274.5,96000.0,1.5,1,80
5663,AREA # 13120,Ñuñoa,W+WS/H:1,19.1,19.1,35000.0,1.0,1,70
5664,AREA # 13120,Ñuñoa,"W+WS/H:1,2",110.2,88.2,43750.0,1.25,1,70
5665,AREA # 13121,Pedro Aguirre Cerda,"CR+PC/LWAL/H:1,3",618.2,123.6,320000.0,2.5,2,80
5666,AREA # 13121,Pedro Aguirre Cerda,"CR/LWAL/DNO/H:1,3",1840.4500000000003,460.1,256000.0,2.0,2,80
5667,AREA # 13121,Pedro Aguirre Cerda,"CR/LWAL/DNO/H:4,7",675.1999999999999,45.0,960000.0,5.0,3,80
5668,AREA # 13121,Pedro Aguirre Cerda,"CR/LWAL/DUC/H:1,3",1100.5500000000002,275.1,308000.0,2.0,2,70
5669,AREA # 13121,Pedro Aguirre Cerda,"CR/LWAL/DUC/H:4,7",274.40000000000003,18.3,1155000.0,5.0,3,70
5670,AREA # 13121,Pedro Aguirre Cerda,"CR/LWAL/DUC/H:8,19",183.6,3.8,3696000.0,12.0,4,70
5671,AREA # 13121,Pedro Aguirre Cerda,ER+ETR/H:1,16.6,16.6,35000.0,1.0,1,70
5672,AREA # 13121,Pedro Aguirre Cerda,"ER+ETR/H:1,2",59.2,47.4,43750.0,1.25,1,70
5673,AREA # 13121,Pedro Aguirre Cerda,MCF/DNO/H:1,1345.9000000000003,1345.9,35000.0,1.0,1,70
5674,AREA # 13121,Pedro Aguirre Cerda,"MCF/DNO/H:1,3",5082.700000000001,3388.5,84000.0,1.5,1,70
5675,AREA # 13121,Pedro Aguirre Cerda,"MCF/DUC/H:1,3",2562.4,640.6,256000.0,2.0,2,80
5676,AREA # 13121,Pedro Aguirre Cerda,"MR/DNO/H:1,3",4627.35,925.5,320000.0,2.5,2,80
5677,AREA # 13121,Pedro Aguirre Cerda,"MR/DUC/H:1,3",1507.2300000000002,301.4,385000.0,2.5,2,70
5678,AREA # 13121,Pedro Aguirre Cerda,MUR+ADO/H:1,35.4,35.4,35000.0,1.0,1,70
5679,AREA # 13121,Pedro Aguirre Cerda,"MUR+ADO/H:1,2",236.8,189.4,43750.0,1.25,1,70
5680,AREA # 13121,Pedro Aguirre Cerda,"MUR+STDRE/H:1,2",124.88,99.9,43750.0,1.25,1,70
5681,AREA # 13121,Pedro Aguirre Cerda,"MUR/H:1,3",3043.14,2028.8,52500.0,1.5,1,70
5682,AREA # 13121,Pedro Aguirre Cerda,UNK,288.29999999999995,288.3,35000.0,1.0,1,70
5683,AREA # 13121,Pedro Aguirre Cerda,W+WLI/H:1,689.8999999999999,689.9,64000.0,1.0,1,80
5684,AREA # 13121,Pedro Aguirre Cerda,"W+WLI/H:1,3",2407.4,1604.9,96000.0,1.5,1,80
5685,AREA # 13121,Pedro Aguirre Cerda,W+WS/H:1,153.79999999999998,153.8,35000.0,1.0,1,70
5686,AREA # 13121,Pedro Aguirre Cerda,"W+WS/H:1,2",631.6,505.3,43750.0,1.25,1,70
5687,AREA # 13122,Peñalolén,"CR+PC/LWAL/H:1,3",439.4,87.9,320000.0,2.5,2,80
5688,AREA # 13122,Peñalolén,"CR/LWAL/DNO/H:1,3",2358.55,589.6,256000.0,2.0,2,80
5689,AREA # 13122,Peñalolén,"CR/LWAL/DNO/H:4,7",1224.1,81.6,960000.0,5.0,3,80
5690,AREA # 13122,Peñalolén,"CR/LWAL/DUC/H:1,3",1868.65,467.2,308000.0,2.0,2,70
5691,AREA # 13122,Peñalolén,"CR/LWAL/DUC/H:4,7",340.5,22.7,1155000.0,5.0,3,70
5692,AREA # 13122,Peñalolén,"CR/LWAL/DUC/H:8,19",234.59999999999997,4.9,3696000.0,12.0,4,70
5693,AREA # 13122,Peñalolén,ER+ETR/H:1,6.0,6.0,35000.0,1.0,1,70
5694,AREA # 13122,Peñalolén,"ER+ETR/H:1,2",46.400000000000006,37.1,43750.0,1.25,1,70
5695,AREA # 13122,Peñalolén,MCF/DNO/H:1,2879.15,2879.2,35000.0,1.0,1,70
5696,AREA # 13122,Peñalolén,"MCF/DNO/H:1,3",8105.4,5403.6,84000.0,1.5,1,70
5697,AREA # 13122,Peñalolén,"MCF/DUC/H:1,3",3622.4500000000003,905.6,256000.0,2.0,2,80
5698,AREA # 13122,Peñalolén,"MR/DNO/H:1,3",7550.149999999999,1510.0,320000.0,2.5,2,80
5699,AREA # 13122,Peñalolén,"MR/DUC/H:1,3",2223.29,444.7,385000.0,2.5,2,70
5700,AREA # 13122,Peñalolén,MUR+ADO/H:1,14.0,14.0,35000.0,1.0,1,70
5701,AREA # 13122,Peñalolén,"MUR+ADO/H:1,2",185.60000000000002,148.5,43750.0,1.25,1,70
5702,AREA # 13122,Peñalolén,"MUR+STDRE/H:1,2",120.04000000000002,96.0,43750.0,1.25,1,70
5703,AREA # 13122,Peñalolén,"MUR/H:1,3",5544.720000000001,3696.5,52500.0,1.5,1,70
5704,AREA # 13122,Peñalolén,UNK,838.8,838.8,35000.0,1.0,1,70
5705,AREA # 13122,Peñalolén,W+WLI/H:1,2618.1000000000004,2618.1,64000.0,1.0,1,80
5706,AREA # 13122,Peñalolén,"W+WLI/H:1,3",7187.9,4791.9,96000.0,1.5,1,80
5707,AREA # 13122,Peñalolén,W+WS/H:1,632.1,632.1,35000.0,1.0,1,70
5708,AREA # 13122,Peñalolén,"W+WS/H:1,2",1875.1,1500.1,43750.0,1.25,1,70
5709,AREA # 13123,Providencia,"CR+PC/LWAL/H:1,3",100.1,20.0,320000.0,2.5,2,80
5710,AREA # 13123,Providencia,"CR/LWAL/DNO/H:1,3",2461.4000000000005,615.4,256000.0,2.0,2,80
5711,AREA # 13123,Providencia,"CR/LWAL/DNO/H:4,7",8951.250000000002,596.8,960000.0,5.0,3,80
5712,AREA # 13123,Providencia,"CR/LWAL/DUC/H:1,3",737.9000000000001,184.5,308000.0,2.0,2,70
5713,AREA # 13123,Providencia,"CR/LWAL/DUC/H:4,7",11408.25,760.5,1155000.0,5.0,3,70
5714,AREA # 13123,Providencia,"CR/LWAL/DUC/H:8,19",9603.3,200.1,3696000.0,12.0,4,70
5715,AREA # 13123,Providencia,ER+ETR/H:1,17.099999999999998,17.1,35000.0,1.0,1,70
5716,AREA # 13123,Providencia,"ER+ETR/H:1,2",148.0,118.4,43750.0,1.25,1,70
5717,AREA # 13123,Providencia,MCF/DNO/H:1,179.55000000000004,179.6,35000.0,1.0,1,70
5718,AREA # 13123,Providencia,"MCF/DNO/H:1,3",1587.25,1058.2,84000.0,1.5,1,70
5719,AREA # 13123,Providencia,"MCF/DUC/H:1,3",4617.150000000001,1154.3,256000.0,2.0,2,80
5720,AREA # 13123,Providencia,"MR/DNO/H:1,3",1505.4,301.1,320000.0,2.5,2,80
5721,AREA # 13123,Providencia,"MR/DUC/H:1,3",881.83,176.4,385000.0,2.5,2,70
5722,AREA # 13123,Providencia,MUR+ADO/H:1,39.9,39.9,35000.0,1.0,1,70
5723,AREA # 13123,Providencia,"MUR+ADO/H:1,2",592.0,473.6,43750.0,1.25,1,70
5724,AREA # 13123,Providencia,"MUR+STDRE/H:1,2",92.98,74.4,43750.0,1.25,1,70
5725,AREA # 13123,Providencia,"MUR/H:1,3",944.6400000000001,629.8,52500.0,1.5,1,70
5726,AREA # 13123,Providencia,UNK,121.9,121.9,35000.0,1.0,1,70
5727,AREA # 13123,Providencia,W+WLI/H:1,7.3999999999999995,7.4,64000.0,1.0,1,80
5728,AREA # 13123,Providencia,"W+WLI/H:1,3",126.80000000000004,84.5,96000.0,1.5,1,80
5729,AREA # 13123,Providencia,W+WS/H:1,5.699999999999999,5.7,35000.0,1.0,1,70
5730,AREA # 13123,Providencia,"W+WS/H:1,2",34.20000000000001,27.4,43750.0,1.25,1,70
5731,AREA # 13124,Pudahuel,"CR+PC/LWAL/H:1,3",415.4,83.1,320000.0,2.5,2,80
5732,AREA # 13124,Pudahuel,"CR/LWAL/DNO/H:1,3",631.25,157.8,256000.0,2.0,2,80
5733,AREA # 13124,Pudahuel,"CR/LWAL/DNO/H:4,7",1119.35,74.6,960000.0,5.0,3,80
5734,AREA # 13124,Pudahuel,"CR/LWAL/DUC/H:1,3",2059.3500000000004,514.8,308000.0,2.0,2,70
5735,AREA # 13124,Pudahuel,"CR/LWAL/DUC/H:4,7",307.84999999999997,20.5,1155000.0,5.0,3,70
5736,AREA # 13124,Pudahuel,"CR/LWAL/DUC/H:8,19",165.29999999999998,3.4,3696000.0,12.0,4,70
5737,AREA # 13124,Pudahuel,ER+ETR/H:1,14.700000000000001,14.7,35000.0,1.0,1,70
5738,AREA # 13124,Pudahuel,"ER+ETR/H:1,2",56.0,44.8,43750.0,1.25,1,70
5739,AREA # 13124,Pudahuel,MCF/DNO/H:1,3231.1000000000004,3231.1,35000.0,1.0,1,70
5740,AREA # 13124,Pudahuel,"MCF/DNO/H:1,3",9182.6,6121.7,84000.0,1.5,1,70
5741,AREA # 13124,Pudahuel,"MCF/DUC/H:1,3",3904.7500000000014,976.2,256000.0,2.0,2,80
5742,AREA # 13124,Pudahuel,"MR/DNO/H:1,3",8869.799999999997,1774.0,320000.0,2.5,2,80
5743,AREA # 13124,Pudahuel,"MR/DUC/H:1,3",2733.75,546.8,385000.0,2.5,2,70
5744,AREA # 13124,Pudahuel,MUR+ADO/H:1,34.1,34.1,35000.0,1.0,1,70
5745,AREA # 13124,Pudahuel,"MUR+ADO/H:1,2",224.0,179.2,43750.0,1.25,1,70
5746,AREA # 13124,Pudahuel,"MUR+STDRE/H:1,2",47.199999999999996,37.8,43750.0,1.25,1,70
5747,AREA # 13124,Pudahuel,"MUR/H:1,3",6384.3,4256.2,52500.0,1.5,1,70
5748,AREA # 13124,Pudahuel,UNK,604.8,604.8,35000.0,1.0,1,70
5749,AREA # 13124,Pudahuel,W+WLI/H:1,1362.7999999999997,1362.8,64000.0,1.0,1,80
5750,AREA # 13124,Pudahuel,"W+WLI/H:1,3",3180.1,2120.1,96000.0,1.5,1,80
5751,AREA # 13124,Pudahuel,W+WS/H:1,386.5999999999999,386.6,35000.0,1.0,1,70
5752,AREA # 13124,Pudahuel,"W+WS/H:1,2",831.9,665.5,43750.0,1.25,1,70
5753,AREA # 13125,Quilicura,"CR+PC/LWAL/H:1,3",1093.3,218.7,320000.0,2.5,2,80
5754,AREA # 13125,Quilicura,"CR/LWAL/DNO/H:1,3",741.0999999999998,185.3,256000.0,2.0,2,80
5755,AREA # 13125,Quilicura,"CR/LWAL/DNO/H:4,7",644.1999999999999,42.9,960000.0,5.0,3,80
5756,AREA # 13125,Quilicura,"CR/LWAL/DUC/H:1,3",1862.1000000000004,465.5,308000.0,2.0,2,70
5757,AREA # 13125,Quilicura,"CR/LWAL/DUC/H:4,7",370.59999999999997,24.7,1155000.0,5.0,3,70
5758,AREA # 13125,Quilicura,"CR/LWAL/DUC/H:8,19",195.6,4.1,3696000.0,12.0,4,70
5759,AREA # 13125,Quilicura,ER+ETR/H:1,4.8,4.8,35000.0,1.0,1,70
5760,AREA # 13125,Quilicura,"ER+ETR/H:1,2",12.600000000000001,10.1,43750.0,1.25,1,70
5761,AREA # 13125,Quilicura,MCF/DNO/H:1,1420.05,1420.0,35000.0,1.0,1,70
5762,AREA # 13125,Quilicura,"MCF/DNO/H:1,3",6796.600000000001,4531.1,84000.0,1.5,1,70
5763,AREA # 13125,Quilicura,"MCF/DUC/H:1,3",3842.2000000000003,960.6,256000.0,2.0,2,80
5764,AREA # 13125,Quilicura,"MR/DNO/H:1,3",6434.6,1286.9,320000.0,2.5,2,80
5765,AREA # 13125,Quilicura,"MR/DUC/H:1,3",2953.0899999999997,590.6,385000.0,2.5,2,70
5766,AREA # 13125,Quilicura,MUR+ADO/H:1,11.0,11.0,35000.0,1.0,1,70
5767,AREA # 13125,Quilicura,"MUR+ADO/H:1,2",50.400000000000006,40.3,43750.0,1.25,1,70
5768,AREA # 13125,Quilicura,"MUR+STDRE/H:1,2",33.94,27.2,43750.0,1.25,1,70
5769,AREA # 13125,Quilicura,"MUR/H:1,3",4143.62,2762.4,52500.0,1.5,1,70
5770,AREA # 13125,Quilicura,UNK,183.2,183.2,35000.0,1.0,1,70
5771,AREA # 13125,Quilicura,W+WLI/H:1,267.00000000000006,267.0,64000.0,1.0,1,80
5772,AREA # 13125,Quilicura,"W+WLI/H:1,3",1244.8000000000002,829.9,96000.0,1.5,1,80
5773,AREA # 13125,Quilicura,W+WS/H:1,87.99999999999999,88.0,35000.0,1.0,1,70
5774,AREA # 13125,Quilicura,"W+WS/H:1,2",319.20000000000005,255.4,43750.0,1.25,1,70
5775,AREA # 13126,Quinta Normal,"CR+PC/LWAL/H:1,3",180.1,36.0,320000.0,2.5,2,80
5776,AREA # 13126,Quinta Normal,"CR/LWAL/DNO/H:1,3",919.45,229.9,256000.0,2.0,2,80
5777,AREA # 13126,Quinta Normal,"CR/LWAL/DNO/H:4,7",232.75000000000003,15.5,960000.0,5.0,3,80
5778,AREA # 13126,Quinta Normal,"CR/LWAL/DUC/H:1,3",1212.65,303.2,308000.0,2.0,2,70
5779,AREA # 13126,Quinta Normal,"CR/LWAL/DUC/H:4,7",229.85,15.3,1155000.0,5.0,3,70
5780,AREA # 13126,Quinta Normal,"CR/LWAL/DUC/H:8,19",167.7,3.5,3696000.0,12.0,4,70
5781,AREA # 13126,Quinta Normal,ER+ETR/H:1,120.8,120.8,35000.0,1.0,1,70
5782,AREA # 13126,Quinta Normal,"ER+ETR/H:1,2",510.6,408.5,43750.0,1.25,1,70
5783,AREA # 13126,Quinta Normal,MCF/DNO/H:1,1020.4499999999999,1020.4,35000.0,1.0,1,70
5784,AREA # 13126,Quinta Normal,"MCF/DNO/H:1,3",3411.7999999999997,2274.5,84000.0,1.5,1,70
5785,AREA # 13126,Quinta Normal,"MCF/DUC/H:1,3",1724.1499999999996,431.0,256000.0,2.0,2,80
5786,AREA # 13126,Quinta Normal,"MR/DNO/H:1,3",3690.7000000000003,738.1,320000.0,2.5,2,80
5787,AREA # 13126,Quinta Normal,"MR/DUC/H:1,3",1254.4399999999998,250.9,385000.0,2.5,2,70
5788,AREA # 13126,Quinta Normal,MUR+ADO/H:1,280.0,280.0,35000.0,1.0,1,70
5789,AREA # 13126,Quinta Normal,"MUR+ADO/H:1,2",2042.4,1633.9,43750.0,1.25,1,70
5790,AREA # 13126,Quinta Normal,"MUR+STDRE/H:1,2",56.74000000000001,45.4,43750.0,1.25,1,70
5791,AREA # 13126,Quinta Normal,"MUR/H:1,3",2981.22,1987.5,52500.0,1.5,1,70
5792,AREA # 13126,Quinta Normal,UNK,360.29999999999995,360.3,35000.0,1.0,1,70
5793,AREA # 13126,Quinta Normal,W+WLI/H:1,675.1999999999999,675.2,64000.0,1.0,1,80
5794,AREA # 13126,Quinta Normal,"W+WLI/H:1,3",2983.6,1989.1,96000.0,1.5,1,80
5795,AREA # 13126,Quinta Normal,W+WS/H:1,156.7,156.7,35000.0,1.0,1,70
5796,AREA # 13126,Quinta Normal,"W+WS/H:1,2",812.4,649.9,43750.0,1.25,1,70
5797,AREA # 13127,Recoleta,"CR+PC/LWAL/H:1,3",238.30000000000004,47.7,320000.0,2.5,2,80
5798,AREA # 13127,Recoleta,"CR/LWAL/DNO/H:1,3",1056.1999999999998,264.0,256000.0,2.0,2,80
5799,AREA # 13127,Recoleta,"CR/LWAL/DNO/H:4,7",1091.5,72.8,960000.0,5.0,3,80
5800,AREA # 13127,Recoleta,"CR/LWAL/DUC/H:1,3",1324.8000000000002,331.2,308000.0,2.0,2,70
5801,AREA # 13127,Recoleta,"CR/LWAL/DUC/H:4,7",707.2,47.1,1155000.0,5.0,3,70
5802,AREA # 13127,Recoleta,"CR/LWAL/DUC/H:8,19",529.1999999999999,11.0,3696000.0,12.0,4,70
5803,AREA # 13127,Recoleta,ER+ETR/H:1,125.99999999999999,126.0,35000.0,1.0,1,70
5804,AREA # 13127,Recoleta,"ER+ETR/H:1,2",443.40000000000003,354.7,43750.0,1.25,1,70
5805,AREA # 13127,Recoleta,MCF/DNO/H:1,1451.8000000000002,1451.8,35000.0,1.0,1,70
5806,AREA # 13127,Recoleta,"MCF/DNO/H:1,3",5030.999999999999,3354.0,84000.0,1.5,1,70
5807,AREA # 13127,Recoleta,"MCF/DUC/H:1,3",2593.9,648.5,256000.0,2.0,2,80
5808,AREA # 13127,Recoleta,"MR/DNO/H:1,3",4859.15,971.8,320000.0,2.5,2,80
5809,AREA # 13127,Recoleta,"MR/DUC/H:1,3",1755.4300000000003,351.1,385000.0,2.5,2,70
5810,AREA # 13127,Recoleta,MUR+ADO/H:1,293.59999999999997,293.6,35000.0,1.0,1,70
