 
# APPENDIX to the
# ISC-GEM Reference Global Instrumental Earthquake Catalogue (1900-2009)
#
# June 29, 2012. International Seismological Centre (ISC), Thatcham, Berks, UK
#
# The GEM Foundation and the ISC reserve their right to remain the sole 
# distributors of the ISC-GEM Catalogue and Appendix to all interested parties.
#
# The Appendix contains a list of those earthquakes, not included in the main 
# Catalogue, for which poor data availability prevented the authors from 
# performing a reliable determination of either an epicentre or a magnitude or 
# both.
#
# The Appendix is presented in exactly the same format as the main Catalogue:
#
# - earthquake origin date and time;
# - epicentre (lat,lon);
# - error ellipse parameters (smajax, sminax, strike), epicentre quality 
#   (q:A/B/C/D);
# - depth, depth uncertainty (unc), depth quality (q:A/B/C);
# - Mw, Mw uncertainty (unc), quality (q:A/B/C/D), source(s:p-proxy,
#   d-direct computation);
# - where available: scalar moment (mo), factor (fac) , mo author (mo_auth) 
#   and six moment tensor components (mpp, mpr, mrr, mrt, mtp, mtt).
#
# The epicentre or magnitude quality flag "D" indicates those poorly determined 
# parameters that led to exclusion of the earthquake from the main list and 
# inclusion into the Appendix.

          date          ,    lat   ,    lon   , smajaz, sminax, strike, q ,  depth ,   unc , q ,  mw  ,  unc , q , s ,   mo  , fac, mo_auth  ,  mpp  ,  mpr  ,  mrr  ,  mrt  ,  mtp  ,  mtt  ,    eventid
 1942-11-07 07:32:11.59 ,   -8.896 ,  123.000 ,  16.7 ,   9.9 ,  62.9 , B ,   80.0 ,  39.5 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     900531
 1942-11-26 14:27:31.40 ,   45.746 ,  149.843 ,   7.8 ,   4.5 , 137.1 , B ,   65.0 ,  11.5 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,   17260361
 1942-12-22 04:14:44.42 ,  -15.898 , -174.798 ,  31.2 ,   8.6 , 137.1 , C ,   15.0 ,  16.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     900594
 1943-02-16 07:28:35.82 ,  -14.341 ,  -70.608 ,  13.4 ,   7.5 ,  66.3 , B ,  120.0 ,   3.2 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899718
 1943-02-28 12:54:36.87 ,   36.460 ,   70.903 ,   7.7 ,   5.3 ,  45.8 , A ,  207.5 ,   5.4 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899730
 1943-03-14 18:38:04.19 ,  -19.671 ,  -68.967 ,  11.5 ,   6.9 ,  67.8 , B ,  120.0 ,   4.8 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899753
 1943-03-15 22:59:21.58 ,  -14.885 , -176.110 ,  12.6 ,   6.7 , 128.3 , B ,  297.9 ,   6.3 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899762
 1943-03-26 17:38:19.79 ,  -22.973 , -175.979 ,  12.1 ,   7.0 , 121.2 , B ,   85.0 ,   5.1 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899779
 1943-04-09 08:48:59.66 ,   19.149 ,  145.624 ,   8.2 ,   6.0 ,  54.2 , A ,  157.5 ,   5.4 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899800
 1943-06-09 03:06:29.09 ,   -1.449 ,  101.082 ,  10.8 ,   7.4 ,  33.5 , A ,   90.0 ,   5.0 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899872
 1943-06-30 10:49:08.05 ,   -6.945 ,  123.014 ,  13.1 ,   7.5 ,  51.3 , B ,  650.0 ,   7.7 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899910
 1943-08-01 16:18:45.91 ,  -20.387 ,  170.033 ,   9.1 ,   7.2 , 138.8 , A ,  225.0 ,   6.2 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899953
 1943-08-31 16:10:49.54 ,   14.246 ,  -91.342 ,   9.4 ,   6.7 ,  37.4 , B ,   87.5 ,   6.5 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899981
 1943-09-23 15:00:47.26 ,   14.935 ,  -91.634 ,   8.5 ,   6.0 ,  51.6 , B ,   91.8 ,   5.4 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     900012
 1943-11-09 11:46:35.58 ,   43.955 ,  147.681 ,   9.2 ,   5.9 , 141.8 , B ,   65.0 ,   5.0 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,   17261686
 1943-11-17 14:57:25.35 ,   33.062 ,  137.788 ,   7.5 ,   5.2 , 160.7 , B ,  335.0 ,  19.3 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     900092
 1943-11-26 21:25:28.63 ,   -0.624 ,  100.827 ,  15.7 ,   7.2 ,  38.6 , B ,  140.0 ,   5.5 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     900101
 1943-12-01 06:05:00.07 ,   -4.076 ,  143.835 ,   9.5 ,   7.0 ,  63.7 , A ,  119.7 ,   5.4 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     900115
 1943-12-01 10:34:51.46 ,  -20.733 ,  -68.856 ,  10.6 ,   6.5 ,  54.9 , B ,  114.2 ,   5.3 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     900116
 1944-01-07 02:49:27.78 ,   -4.383 ,  143.731 ,  13.8 ,   8.0 ,  59.6 , B ,  114.4 ,   5.2 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899262
 1944-02-29 03:41:58.41 ,  -14.638 ,  -70.530 ,  10.8 ,   6.7 ,  69.9 , B ,  183.1 ,   5.2 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899312
 1944-03-22 00:43:14.40 ,   -8.282 ,  123.494 ,   9.6 ,   6.8 ,  48.0 , A ,  156.6 ,   6.0 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899341
 1944-06-25 04:16:18.36 ,   38.764 ,   30.201 ,  11.9 ,   5.3 ,  52.3 , B ,   10.0 ,   6.4 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899440
 1944-06-25 14:17:36.43 ,  -21.886 ,  170.100 ,  12.3 ,   8.3 , 127.0 , A ,   35.0 ,   5.0 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899443
 1944-07-10 13:25:04.98 ,  -15.554 , -174.587 ,  26.2 ,  11.2 , 139.0 , B ,  185.0 ,   5.2 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899456
 1944-07-27 00:04:29.66 ,   54.492 , -165.116 ,   8.1 ,   7.0 ,   3.2 , A ,   66.3 ,   5.2 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899478
 1944-08-15 11:47:42.57 ,   12.763 ,  143.284 ,  10.1 ,   8.2 ,  78.2 , A ,  120.7 ,   5.1 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899509
 1944-08-18 10:33:21.65 ,   38.317 ,  140.481 ,   5.3 ,   4.1 , 122.0 , A ,  131.8 ,   5.0 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899513
 1944-08-30 01:14:14.16 ,  -15.476 ,  166.814 ,  19.6 ,  10.2 , 121.7 , B ,   25.0 ,   7.5 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899522
 1944-10-05 16:57:09.02 ,   -4.739 ,  153.688 ,  12.3 ,   9.7 ,  85.2 , A ,   75.0 ,   5.2 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899566
 1944-10-11 09:45:09.81 ,  -15.621 , -171.885 ,  20.0 ,   7.9 , 118.8 , B ,   15.0 ,   9.2 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899573
 1944-11-29 18:51:28.19 ,  -19.264 ,  169.601 ,  12.5 ,   9.3 , 131.7 , A ,  180.0 ,   6.7 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899632
 1944-12-04 20:34:41.93 ,   15.321 ,  146.398 ,  12.8 ,   8.5 ,  63.1 , A ,   56.7 ,   4.9 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899640
 1944-12-28 01:05:44.54 ,   -5.918 ,  150.315 ,  20.4 ,  10.2 ,  57.4 , B ,   95.0 ,  19.1 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899677
 1945-02-01 10:35:56.01 ,  -21.646 ,  169.400 ,  10.7 ,   8.8 , 118.6 , A ,   20.0 ,   3.8 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898786
 1945-02-01 12:13:44.77 ,  -21.842 ,  169.523 ,  10.4 ,   7.5 , 110.4 , A ,   20.0 ,   4.5 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898787
 1945-03-11 17:45:06.65 ,    4.731 ,  126.066 ,  13.8 ,   8.1 ,  61.5 , B ,  100.0 ,   5.1 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898834
 1945-03-17 23:57:59.33 ,    6.532 ,  -78.583 ,   8.9 ,   5.8 ,  52.7 , B ,   15.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898841
 1945-04-15 03:41:35.65 ,   57.285 ,  164.026 ,  19.5 ,  12.2 , 161.3 , B ,   35.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898886
 1945-04-22 09:51:17.13 ,    5.058 ,  122.888 ,  27.6 ,   8.1 ,  42.1 , C ,  565.0 ,  16.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898898
 1945-04-23 06:22:34.24 ,   -4.378 ,  152.104 ,  14.6 ,   9.7 ,  75.4 , A ,  160.0 ,   5.2 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898899
 1945-05-09 03:31:17.10 ,   -6.489 ,  125.563 ,  18.0 ,   6.5 ,  49.6 , B ,  550.0 ,   6.8 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898913
 1945-06-22 09:18:44.27 ,   44.039 ,  146.345 ,   6.4 ,   4.8 , 135.1 , A ,  100.0 ,   4.9 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898969
 1945-07-15 05:35:17.70 ,   17.976 ,  146.202 ,   7.1 ,   6.0 ,  60.2 , A ,  138.5 ,   5.0 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899002
 1945-08-21 16:29:40.46 ,  -10.611 ,  -74.999 ,  11.2 ,   7.3 ,  65.5 , C ,  117.3 ,   5.2 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899051
 1945-09-13 11:17:14.73 ,  -33.757 ,  -70.418 ,   9.8 ,   7.8 ,  75.6 , A ,   91.9 ,   5.1 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899096
 1945-10-27 11:24:41.35 ,   15.028 ,  -91.202 ,   8.4 ,   5.8 ,  39.8 , B ,  200.0 ,   6.2 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899162
 1945-10-28 05:37:46.81 ,  -13.135 ,  167.237 ,  16.8 ,   9.2 , 103.9 , B ,  183.6 ,   5.1 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899167
 1945-11-26 05:13:12.33 ,  -22.118 , -179.439 ,  12.6 ,   7.7 , 137.6 , B ,  592.3 ,   7.5 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899213
 1945-12-28 17:49:01.50 ,   -5.858 ,  150.166 ,   9.2 ,   6.9 ,  66.7 , A ,   85.0 ,  12.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     899246
 1946-01-17 09:39:40.42 ,   -6.144 ,  147.014 ,   9.9 ,   7.2 ,  67.2 , A ,   95.0 ,   5.3 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898219
 1946-02-04 03:44:56.74 ,   52.751 , -176.399 ,  13.4 ,   8.0 ,  20.9 , C ,  168.8 ,   5.3 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898235
 1946-06-07 04:13:25.33 ,   16.804 ,  -94.093 ,   7.7 ,   5.4 ,  30.4 , A ,  109.9 ,   5.3 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898422
 1946-07-09 13:13:54.89 ,  -19.262 ,  169.474 ,   9.2 ,   6.6 , 113.9 , A ,  175.4 ,   6.2 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898457
 1946-07-11 04:46:46.74 ,   17.197 ,  -94.118 ,   6.9 ,   5.5 ,  38.5 , B ,  117.8 ,   6.0 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898459
 1946-07-12 21:56:31.74 ,   53.328 , -169.417 ,  14.1 ,   6.5 ,  19.1 , C ,  112.5 ,   5.3 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898463
 1946-08-21 18:00:20.85 ,  -24.464 , -177.150 ,  15.0 ,   7.7 , 141.7 , B ,   84.1 ,   4.9 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898556
 1946-08-28 22:28:22.00 ,  -26.304 ,  -62.959 ,  14.5 ,   8.3 ,  58.2 , B ,  573.6 ,   6.7 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898568
 1946-09-12 15:20:27.75 ,   23.361 ,   95.681 ,  13.8 ,   9.9 ,  44.0 , A ,   15.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898580
 1946-09-23 23:30:03.12 ,   -6.140 ,  146.235 ,  10.3 ,   6.6 ,  55.5 , B ,  110.0 ,   6.0 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898602
 1946-09-26 10:53:17.47 ,  -25.700 ,  178.661 ,  18.0 ,   8.0 , 126.4 , B ,  588.4 ,   6.5 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898607
 1946-10-08 13:56:24.75 ,  -25.211 ,  178.461 ,  16.4 ,   8.5 , 129.9 , B ,  620.0 ,   6.7 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898622
 1946-10-22 10:00:19.90 ,  -14.184 ,  167.298 ,   9.7 ,   7.5 , 118.5 , A ,  200.7 ,   5.2 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898634
 1946-11-28 15:51:35.36 ,  -17.630 , -175.367 ,  15.0 ,   7.0 , 133.1 , B ,  265.0 ,   6.0 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898676
 1946-12-19 02:57:24.21 ,   24.692 ,  122.826 ,   7.5 ,   6.2 ,   1.7 , A ,   98.0 ,   4.9 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898697
 1947-01-03 02:20:33.75 ,   43.697 ,  148.979 ,  30.1 ,  19.0 , 168.6 , D ,   15.0 ,   3.5 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     897704
 1947-01-21 20:06:50.92 ,  -24.343 ,  -70.344 ,  12.7 ,   7.2 ,  60.9 , C ,   35.2 ,   5.2 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     897723
 1947-01-26 10:06:53.66 ,   12.131 ,  -86.199 ,   7.4 ,   4.9 ,  63.6 , A ,  162.5 ,   5.1 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     897731
 1947-01-29 08:17:52.87 ,  -26.386 ,  -63.310 ,  10.9 ,   6.8 ,  66.3 , B ,  565.8 ,   6.5 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     897733
 1947-02-18 13:30:27.14 ,   32.852 ,  136.652 ,   7.0 ,   5.3 , 178.0 , A ,  429.0 ,   6.0 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     897766
 1947-05-17 07:06:36.87 ,  -38.393 ,  178.070 ,  10.1 ,   7.3 , 141.4 , A ,   25.0 ,  13.2 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     897857
 1947-08-06 05:47:03.18 ,   -9.253 ,  -71.266 ,   9.9 ,   6.5 ,  70.6 , B ,  603.3 ,   6.8 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     897980
 1947-08-27 13:37:47.38 ,  -39.667 ,  179.321 ,   9.6 ,   6.1 , 162.1 , B ,   15.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898007
 1947-09-02 14:32:43.25 ,  -19.363 , -175.427 ,  11.6 ,   6.6 , 123.0 , B ,  230.0 ,   5.4 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898016
 1947-09-03 15:27:00.36 ,   47.544 ,  152.836 ,  13.7 ,   8.0 , 163.5 , C ,  110.0 ,   5.1 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898017
 1947-09-26 16:02:05.04 ,   24.906 ,  123.044 ,   7.0 ,   6.0 ,  20.2 , A ,  121.5 ,   5.0 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     898045
 1948-01-04 08:56:40.91 ,  -20.733 , -178.782 ,  10.9 ,   7.2 , 129.2 , B ,  581.6 ,   6.8 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     897136
 1948-01-06 17:25:59.67 ,   16.647 ,  -98.676 ,  17.9 ,   9.3 ,  37.0 , C ,   30.0 ,   9.3 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     897138
 1948-01-22 13:55:26.33 ,  -22.427 , -176.872 ,  10.9 ,   6.1 , 131.9 , B ,  143.6 ,   5.4 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     897161
 1948-01-28 15:51:31.69 ,   36.759 ,   67.884 ,   7.0 ,   4.7 ,  40.1 , A ,   95.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     897170
 1948-02-09 14:54:29.51 ,   -0.115 ,  122.892 ,  10.1 ,   6.1 ,  53.8 , B ,  170.0 ,   5.5 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     897185
 1948-05-28 05:36:17.55 ,  -12.673 ,  -76.745 ,  16.1 ,   9.3 ,  39.3 , C ,   51.2 ,   5.3 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     897360
 1948-08-11 10:36:26.53 ,   17.727 ,  -95.408 ,   9.0 ,   6.5 ,  41.1 , A ,  105.3 ,   5.4 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     897491
 1948-09-02 23:35:05.51 ,   10.147 ,  125.645 ,   7.6 ,   6.4 ,  41.3 , A ,  100.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     897531
 1948-11-21 19:10:32.69 ,  -13.435 ,  167.056 ,  10.5 ,   7.4 , 106.3 , A ,  174.5 ,   5.4 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     897645
 1948-12-15 19:11:33.38 ,   22.077 ,  142.912 ,   9.0 ,   5.9 ,  64.5 , B ,  246.6 ,   5.3 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     897676
 1949-01-24 09:15:50.90 ,  -22.414 , -176.023 ,  12.4 ,   6.6 , 131.2 , B ,  104.1 ,   5.2 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     896289
 1949-02-02 17:41:34.04 ,   52.952 , -173.159 ,   8.5 ,   5.6 ,  13.3 , B ,  202.1 ,   5.2 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     896307
 1949-04-05 09:27:09.00 ,   41.643 ,  131.339 ,   5.7 ,   5.1 , 177.7 , A ,  574.5 ,   6.6 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     896452
 1949-04-18 21:34:51.16 ,  -15.764 , -172.907 ,  23.9 ,   8.5 , 127.9 , B ,   60.0 ,   5.3 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     896475
 1949-04-25 13:55:05.85 ,  -19.761 ,  -68.974 ,   7.3 ,   4.9 ,  81.9 , A ,  101.1 ,   5.1 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     896485
 1949-04-30 01:23:38.50 ,    6.129 ,  125.533 ,   7.5 ,   6.0 ,  53.2 , A ,  127.0 ,   5.2 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     896492
 1949-05-03 05:56:48.79 ,   48.647 ,  153.249 ,   7.3 ,   5.5 , 159.7 , A ,  138.8 ,   5.1 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     896502
 1949-05-08 21:24:33.77 ,  -20.561 ,  -68.782 ,  11.8 ,   7.3 ,  69.8 , B ,  119.3 ,   5.2 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     896514
 1949-05-30 01:32:54.32 ,  -20.581 ,  -68.408 ,  10.6 ,   6.9 ,  86.4 , B ,   97.7 ,   5.1 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     896567
 1949-06-12 17:52:26.84 ,  -27.731 ,  -63.495 ,  11.8 ,   7.5 ,  58.2 , B ,  596.6 ,   6.5 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     896587
 1949-06-12 17:55:53.31 ,  -27.822 ,  -63.284 ,  26.9 ,  12.2 ,  46.8 , C ,  585.0 ,   6.5 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     896588
 1949-06-23 22:27:18.33 ,  -16.033 ,  167.916 ,  14.2 ,   7.6 , 125.3 , B ,  180.7 ,   6.1 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     896605
 1949-07-23 10:26:48.78 ,  -18.810 ,  169.330 ,   7.8 ,   6.2 , 116.5 , A ,  145.0 ,   6.2 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     896704
 1949-07-25 03:50:49.08 ,   18.512 ,  146.554 ,  83.0 ,  55.1 , 147.4 , D ,  210.0 ,   5.2 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     896710
 1949-07-25 11:24:31.55 ,  -33.947 , -112.388 ,  15.5 ,  11.9 ,  37.8 , C ,   10.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     896712
 1949-08-06 00:35:41.34 ,  -19.165 , -174.305 ,   9.4 ,   6.3 , 131.5 , A ,   75.1 ,   5.3 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     896737
 1949-08-25 04:14:32.46 ,   51.571 , -179.678 ,  19.4 ,   8.8 ,  20.7 , C ,   80.0 ,   5.3 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     896806
 1949-10-19 21:00:25.25 ,   -5.782 ,  154.174 ,   9.1 ,   6.9 ,  42.2 , A ,   90.0 ,  19.2 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     896940
 1949-10-31 17:55:43.95 ,   -5.191 ,  153.965 ,   8.4 ,   7.3 ,  80.0 , A ,   87.4 ,   5.3 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     896982
 1949-11-03 01:12:40.14 ,   48.775 ,  153.621 ,   6.8 ,   5.1 , 148.6 , A ,  145.0 ,   5.2 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     896993
 1949-11-22 00:51:58.30 ,  -28.793 , -178.495 ,  10.4 ,   7.2 , 146.3 , A ,  205.0 ,   6.3 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     897039
 1949-12-18 05:39:08.26 ,  -34.649 ,  179.643 ,  13.1 ,   8.2 , 136.2 , B ,  185.0 ,   5.3 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     897097
 1949-12-21 19:33:10.23 ,  -19.389 ,  -63.888 ,   9.4 ,   6.2 ,  74.1 , B ,  611.3 ,   6.5 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     897106
 1950-01-12 12:06:14.61 ,  -17.752 , -178.143 ,   9.0 ,   6.1 , 134.5 , A ,  539.9 ,   6.8 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     895130
 1950-01-24 16:47:20.91 ,  -14.617 ,  167.417 ,   9.2 ,   6.8 , 116.7 , A ,  165.0 ,   5.4 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     895165
 1950-02-23 21:46:01.10 ,  -20.513 , -176.771 ,  21.4 ,   8.0 , 126.4 , B ,  210.0 ,  17.7 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     895252
 1950-03-14 03:10:06.44 ,   -8.231 ,  -74.172 ,   9.5 ,   5.8 ,  72.1 , C ,  150.0 ,   5.2 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     895295
 1950-05-17 11:46:52.08 ,   39.310 ,  130.661 ,   6.3 ,   4.8 , 162.2 , A ,  579.3 ,   6.7 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     895433
 1950-05-25 18:35:06.87 ,   12.786 ,  143.570 ,   7.2 ,   5.8 ,  42.3 , A ,   77.3 ,   5.3 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     895456
 1950-05-26 01:17:29.45 ,  -20.560 ,  169.172 ,  10.2 ,   8.0 ,  52.5 , A ,   35.0 ,  11.9 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     895458
 1950-05-27 14:27:13.92 ,  -18.045 , -178.330 ,  15.5 ,   7.3 , 138.9 , B ,  588.3 ,   6.9 , A ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     895467
