 
# APPENDIX to the
# ISC-GEM Reference Global Instrumental Earthquake Catalogue (1900-2009)
#
# June 29, 2012. International Seismological Centre (ISC), Thatcham, Berks, UK
#
# The GEM Foundation and the ISC reserve their right to remain the sole 
# distributors of the ISC-GEM Catalogue and Appendix to all interested parties.
#
# The Appendix contains a list of those earthquakes, not included in the main 
# Catalogue, for which poor data availability prevented the authors from 
# performing a reliable determination of either an epicentre or a magnitude or 
# both.
#
# The Appendix is presented in exactly the same format as the main Catalogue:
#
# - earthquake origin date and time;
# - epicentre (lat,lon);
# - error ellipse parameters (smajax, sminax, strike), epicentre quality 
#   (q:A/B/C/D);
# - depth, depth uncertainty (unc), depth quality (q:A/B/C);
# - Mw, Mw uncertainty (unc), quality (q:A/B/C/D), source(s:p-proxy,
#   d-direct computation);
# - where available: scalar moment (mo), factor (fac) , mo author (mo_auth) 
#   and six moment tensor components (mpp, mpr, mrr, mrt, mtp, mtt).
#
# The epicentre or magnitude quality flag "D" indicates those poorly determined 
# parameters that led to exclusion of the earthquake from the main list and 
# inclusion into the Appendix.

          date          ,    lat   ,    lon   , smajaz, sminax, strike, q ,  depth ,   unc , q ,  mw  ,  unc , q , s ,   mo  , fac, mo_auth  ,  mpp  ,  mpr  ,  mrr  ,  mrt  ,  mtp  ,  mtt  ,    eventid
 1909-11-10 06:13:31.66 ,   32.344 ,  130.649 ,  15.2 ,   9.7 , 147.0 , B ,  140.0 ,   4.4 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,   16958058
 1910-01-08 14:49:26.09 ,   34.043 ,  121.976 ,  26.1 ,  13.8 ,  98.5 , D ,   20.0 ,  25.0 , C , 6.54 , 0.65 , C , p ,       ,    ,          ,       ,       ,       ,       ,       ,       ,   16958065
 1910-12-13 11:37:31.15 ,   -6.101 ,   31.538 ,  47.6 ,  19.3 ,  58.7 , D ,   15.0 ,  25.0 , C , 7.23 , 0.20 , B , p ,       ,    ,          ,       ,       ,       ,       ,       ,       ,   16958124
 1911-04-04 15:43:48.34 ,   36.406 ,   25.884 ,  23.2 ,  16.8 ,  93.8 , D ,   15.0 ,   9.7 , C , 5.98 , 0.20 , C , p ,       ,    ,          ,       ,       ,       ,       ,       ,       ,   16958138
 1911-07-04 13:33:19.17 ,   36.229 ,   71.284 ,  28.1 ,  10.0 ,  25.0 , C ,  100.0 ,  13.2 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,   16958151
 1912-01-24 16:23:14.41 ,   37.899 ,   21.018 ,  27.7 ,  11.8 , 129.6 , D ,   15.0 ,   9.1 , C , 6.48 , 0.52 , C , p ,       ,    ,          ,       ,       ,       ,       ,       ,       ,   16958178
 1912-07-09 08:18:11.31 ,    3.332 ,   33.566 ,  45.4 ,  24.5 ,  52.0 , D ,   10.0 ,  25.0 , C , 6.04 , 0.30 , B , p ,       ,    ,          ,       ,       ,       ,       ,       ,       ,   16958200
 1913-10-14 08:08:48.25 ,  -19.088 ,  168.975 ,  21.3 ,  13.1 , 128.2 , C ,  125.0 ,  59.5 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,   16958248
 1914-01-30 03:35:46.37 ,  -36.344 ,  -74.925 ,  29.9 ,  24.4 ,  33.4 , D ,   15.0 ,  25.0 , C , 7.56 , 0.66 , C , p ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     913964
 1914-11-24 11:53:32.97 ,   22.144 ,  142.752 ,  15.0 ,  10.1 ,  70.7 , A ,  200.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     914021
 1917-01-24 00:48:36.82 ,   31.667 ,  116.851 ,  24.7 ,  10.7 ,  57.5 , D ,   20.0 ,  25.0 , C , 6.36 , 0.36 , C , p ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     913399
 1917-04-21 00:49:49.57 ,   36.285 ,   70.392 ,  15.8 ,   7.1 ,  38.6 , B ,  200.0 ,  10.1 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     913450
 1917-07-31 03:23:11.71 ,   42.421 ,  130.241 ,  13.3 ,  11.0 ,  85.2 , C ,  460.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     913596
 1918-01-21 19:45:31.09 ,   -0.197 ,  134.110 ,  37.8 ,  15.5 ,  52.8 , D ,   25.0 ,  25.0 , C , 6.31 , 0.20 , C , p ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     913040
 1918-01-30 21:18:40.71 ,   45.403 ,  136.647 ,  11.9 ,   8.8 , 101.2 , B ,  360.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     913048
 1918-04-10 02:03:56.23 ,   43.400 ,  130.965 ,  10.4 ,   8.0 ,  74.2 , A ,  565.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     913115
 1918-05-22 06:31:29.89 ,  -17.577 , -176.871 ,  29.1 ,  15.5 , 124.5 , C ,  405.0 ,  28.3 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     913150
 1918-05-25 19:29:16.86 ,  -30.557 ,  -92.218 ,  19.6 ,  16.6 , 172.7 , D ,   10.0 ,  25.0 , C , 6.57 , 0.35 , C , p ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     913152
 1918-11-03 11:13:59.04 ,  -49.597 ,  163.536 ,  20.8 ,  14.1 ,  33.7 , D ,   15.0 ,  25.0 , C , 6.70 , 0.30 , B , d ,  1.35 , 19 , bibliog  ,       ,       ,       ,       ,       ,       ,     913333
 1918-11-18 18:42:07.33 ,   -6.764 ,  129.636 ,  12.0 ,   9.5 ,  46.4 , A ,  225.0 ,  30.2 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,   16958410
 1918-11-30 06:48:47.86 ,   70.540 ,  130.512 ,  56.7 ,  12.5 ,  70.4 , D ,   15.0 ,  25.0 , C , 6.42 , 0.56 , C , p ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     913357
 1918-12-25 10:21:11.85 ,   -7.327 ,  154.395 ,  34.9 ,  10.3 ,  82.4 , C ,  390.0 ,   9.4 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     913385
 1919-05-01 05:05:40.29 ,  -11.421 ,   33.116 ,  31.2 ,  27.4 ,  53.2 , D ,   15.0 ,  25.0 , C , 6.70 , 0.57 , C , p ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     912775
 1919-06-01 06:51:20.96 ,   26.262 ,  124.535 ,  13.6 ,   8.2 , 110.9 , B ,  205.0 ,  23.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     912805
 1919-08-18 16:55:38.26 ,  -20.174 , -177.640 ,  23.5 ,  11.8 , 139.4 , C ,  390.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     912889
 1919-09-01 19:12:34.91 ,  -62.887 , -116.661 , 143.9 ,  16.6 , 154.0 , D ,   10.0 ,  25.0 , C , 6.31 , 0.20 , C , p ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     912915
 1919-11-20 14:11:30.46 ,  -12.461 ,  166.466 ,  12.4 ,  11.4 , 139.5 , A ,   70.0 ,  24.6 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     913006
 1920-02-08 05:24:29.74 ,  -35.809 ,  109.537 , 120.4 ,  22.0 ,  37.4 , D ,   15.0 ,  25.0 , C , 6.38 , 0.20 , C , p ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     912424
 1920-02-22 17:35:48.59 ,   47.120 ,  147.025 ,  16.1 ,   8.9 , 126.2 , B ,  345.0 ,  10.1 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     912438
 1920-04-02 01:05:00.80 ,   -8.075 ,  148.027 ,  73.0 ,  19.4 ,  60.9 , D ,   15.0 ,  25.0 , C , 6.31 , 0.47 , C , p ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     912467
 1920-04-19 21:06:23.82 ,   17.159 ,  -96.992 ,  18.4 ,   9.9 ,  29.3 , C ,   35.0 ,   8.3 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     912478
 1920-05-12 21:53:18.65 ,   37.602 ,  136.397 ,  15.1 ,   6.6 , 135.6 , C ,   15.0 ,   3.3 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     912491
 1920-10-18 08:11:46.97 ,   45.415 ,  149.542 ,   9.7 ,   6.4 , 136.3 , B ,  100.0 ,  37.8 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     912640
 1921-03-30 15:02:17.50 ,   -7.350 ,  127.906 ,  13.1 ,   9.8 ,  52.4 , B ,  150.0 ,  26.8 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     912195
 1921-05-20 00:43:12.25 ,   35.853 ,   69.991 ,  28.8 ,   7.4 ,  32.8 , C ,  125.0 ,  25.7 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     912233
 1921-09-05 19:57:16.16 ,   47.287 ,  151.297 ,  12.3 ,   8.5 , 133.3 , A ,  125.0 ,   9.2 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     912305
 1921-10-20 06:03:23.67 ,  -19.870 ,  -68.770 ,  16.0 ,  10.8 ,  66.1 , C ,  117.3 ,   7.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     912344
 1922-03-04 13:07:50.67 ,   53.057 ,  156.851 ,  11.2 ,   7.2 , 133.0 , B ,  270.0 ,  26.2 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     911834
 1922-03-10 16:52:31.58 ,  -21.765 , -179.482 ,  32.0 ,  12.0 , 146.7 , C ,  500.0 ,  11.5 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     911839
 1922-03-28 03:58:05.78 ,  -21.251 ,  -68.056 ,  23.1 ,  11.9 ,  50.2 , B ,  150.0 ,  15.8 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     911851
 1922-07-10 09:38:13.51 ,  -19.258 ,  -64.074 ,  35.9 ,  18.4 ,  15.0 , C ,  650.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     911951
 1922-08-14 11:41:06.10 ,   52.025 ,  130.657 ,  35.7 ,   8.5 ,  52.8 , C ,   15.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     911977
 1922-09-04 17:04:18.92 ,  -10.968 ,  -70.316 ,  21.9 ,  14.3 ,  53.5 , B ,  650.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     912002
 1922-10-11 14:49:59.57 ,  -16.351 ,  -72.683 ,  14.0 ,   8.4 ,  48.3 , B ,   85.0 ,  23.6 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     912037
 1922-10-24 21:21:16.43 ,   47.228 ,  151.476 ,  10.6 ,   6.4 , 136.9 , B ,  130.0 ,  29.9 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     912048
 1922-12-06 13:55:40.12 ,   36.393 ,   71.022 ,  15.5 ,   7.3 ,  28.5 , B ,  220.0 ,  33.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     912096
 1923-05-01 10:36:18.21 ,  -57.266 ,  -26.250 ,  49.6 ,  14.4 ,  10.3 , C ,   35.0 ,  13.6 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     911350
 1923-09-02 22:38:09.55 ,  -17.369 ,  -68.818 ,  21.1 ,  10.1 ,  62.3 , C ,  155.0 ,  11.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     911607
 1923-10-15 07:58:01.83 ,  -10.218 ,  120.257 ,  62.8 ,  28.1 , 142.7 , D ,   35.0 ,  25.0 , C , 6.32 , 0.32 , C , p ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     911693
 1923-11-02 21:08:14.27 ,   -4.581 ,  154.092 ,  11.9 ,   9.6 ,  84.4 , A ,  150.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     911711
 1924-01-16 21:37:59.71 ,  -22.012 , -177.953 ,  28.3 ,  10.1 , 144.1 , C ,  290.0 ,  16.5 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     910804
 1924-03-05 04:25:00.09 ,   -6.572 ,  129.636 ,  21.2 ,  10.3 ,  62.0 , B ,  145.0 ,  40.6 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     910856
 1924-05-28 09:52:06.56 ,   48.068 ,  146.067 ,   9.3 ,   6.6 , 109.3 , A ,  500.0 ,  14.7 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     910974
 1924-06-30 15:44:29.45 ,   44.823 ,  147.298 ,   8.0 ,   5.2 , 133.7 , B ,  150.0 ,  25.1 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     911002
 1924-10-13 16:17:50.68 ,   36.501 ,   71.043 ,  11.9 ,   6.6 ,  26.8 , B ,  205.0 ,  33.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     911158
 1924-12-09 11:53:07.89 ,   -8.841 ,  145.197 ,  41.9 ,  14.8 ,  55.7 , D ,   15.0 ,  25.0 , C , 6.21 , 0.22 , C , p ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     911215
 1924-12-27 11:22:02.69 ,   44.161 ,  146.011 ,  10.3 ,   6.0 , 112.1 , B ,  120.0 ,  32.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     911243
 1924-12-28 22:55:15.91 ,   43.289 ,  146.127 ,   8.7 ,   6.2 , 127.4 , A ,   90.0 ,  26.1 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     911244
 1925-03-07 18:14:21.02 ,  -55.361 ,   -5.369 ,  57.5 ,  25.7 ,   9.5 , D ,   10.0 ,  25.0 , C , 6.37 , 0.36 , C , p ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     910398
 1925-04-19 15:46:43.29 ,   33.248 ,  137.762 ,  10.2 ,   5.5 , 148.2 , C ,  337.8 ,  19.3 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     910454
 1925-06-23 16:47:01.83 ,   -0.653 ,  -75.275 ,  63.5 ,  11.5 ,  76.7 , D ,  170.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     910555
 1926-04-01 16:03:54.53 ,   34.200 ,  136.785 ,   8.7 ,   4.9 , 150.3 , B ,  340.0 ,  25.0 , B ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     909799
 1926-04-28 11:13:46.18 ,  -22.556 ,  -68.051 ,  16.7 ,   9.8 ,  65.8 , B ,   90.0 ,  22.7 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     909826
 1926-05-11 11:20:28.75 ,   19.995 , -106.439 ,  28.7 ,  13.8 ,  22.6 , D ,   15.0 ,  25.0 , C , 6.21 , 0.36 , C , p ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     909834
 1926-07-26 18:54:52.19 ,   35.417 ,  135.856 ,   8.4 ,   5.9 , 139.5 , A ,  360.0 ,   3.4 , B ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     909955
 1926-08-09 14:02:44.24 ,   27.068 ,  122.014 ,  52.6 ,   9.7 , 145.8 , D ,   35.0 ,  25.0 , C , 6.33 , 0.50 , C , p ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     910041
 1926-08-12 22:18:28.77 ,  -24.178 ,  -66.678 ,  40.8 ,  17.5 , 104.1 , C ,  250.0 ,  13.6 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     910053
 1926-12-25 15:43:21.28 ,   -0.056 ,  118.954 ,  37.5 ,  13.8 , 128.6 , D ,   35.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     910302
 1927-04-01 19:06:03.87 ,  -20.747 , -176.963 ,  12.7 ,   8.4 , 134.9 , C ,  295.0 ,  17.7 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     909181
 1927-04-13 13:44:18.26 ,   15.522 ,  120.812 ,  10.7 ,   7.8 ,  77.3 , B ,  170.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     909198
 1927-04-14 06:23:40.43 ,  -32.526 ,  -69.396 ,   9.3 ,   8.0 ,  44.4 , A ,  110.0 ,  13.5 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     909200
 1927-04-19 17:30:16.96 ,   15.151 ,  120.568 ,   9.8 ,   8.5 ,  57.1 , A ,  180.0 ,  27.4 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     909209
 1927-07-12 21:07:59.18 ,   43.918 ,  145.934 ,   7.6 ,   5.7 , 115.5 , B ,  100.0 ,  32.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     909380
 1927-08-04 15:47:56.02 ,   -1.403 ,  123.000 ,  11.6 ,   9.0 ,  14.9 , B ,   25.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     909426
 1927-08-12 00:33:48.32 ,   27.770 ,  140.073 ,  11.4 ,   7.7 , 117.9 , C ,  470.0 ,  60.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     909443
 1927-11-06 15:34:32.78 ,   -6.848 ,  129.094 ,  16.5 ,  10.4 ,  70.9 , C ,  150.0 ,  32.6 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     909612
 1927-11-26 12:54:01.99 ,  -24.409 ,  -66.703 ,  13.1 ,   6.7 ,  67.6 , B ,  185.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     909652
 1928-01-05 21:46:13.92 ,  -19.078 ,  -63.622 ,  15.7 ,  11.4 ,  69.7 , A ,  540.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     908450
 1928-05-14 22:15:05.06 ,   -5.707 ,  -78.539 ,  10.1 ,   5.6 ,  61.5 , B ,  120.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     908668
 1928-07-18 19:05:20.62 ,   -5.923 ,  -78.908 ,  12.4 ,   6.7 ,  68.5 , B ,  120.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     908792
 1928-08-10 15:33:54.27 ,   36.644 ,   70.841 ,  11.6 ,   6.1 ,  43.8 , B ,  255.0 ,  33.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     908826
 1928-08-24 21:43:39.45 ,  -14.628 ,  167.254 ,  11.2 ,   8.5 , 122.5 , A ,  190.0 ,  31.9 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     908852
 1928-09-21 13:27:09.20 ,  -14.498 ,  -69.795 ,  24.4 ,   8.4 ,  56.9 , C ,  225.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     908902
 1929-01-13 00:03:19.59 ,   50.294 ,  154.481 ,   6.9 ,   4.8 , 137.6 , A ,  160.0 ,  25.0 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     907853
 1929-02-01 17:14:28.18 ,   36.350 ,   70.586 ,   9.2 ,   5.7 ,  26.1 , B ,  200.0 ,  10.1 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     907883
 1929-02-06 06:49:18.49 ,   48.490 ,  152.824 ,  12.2 ,   6.9 , 130.1 , C ,  165.0 ,  13.2 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     907891
 1929-03-10 14:34:50.40 ,   18.743 ,  145.990 ,  16.2 ,   8.1 ,  69.9 , B ,  200.0 ,  33.7 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     907936
 1929-05-25 11:59:47.90 ,   -7.934 ,  -74.148 ,  24.8 ,   7.1 ,  67.6 , C ,  160.0 ,   9.4 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     908099
 1929-06-04 15:15:43.10 ,    6.632 ,  125.588 ,  15.4 ,   7.6 ,  79.9 , B ,  200.0 ,  52.6 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     908118
 1929-06-12 11:43:09.45 ,   -4.155 ,  143.721 ,  15.9 ,   7.9 ,  72.6 , B ,  120.0 ,  25.4 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     908135
 1929-07-14 09:37:00.40 ,   48.847 ,  154.780 ,   9.5 ,   5.3 , 144.1 , B ,   75.0 ,  13.1 , C ,      ,      , D ,   ,       ,    ,          ,       ,       ,       ,       ,       ,       ,     908213
